preco_total,area_util,local,vagas,titulo,endereco,descricao
270000.0,32.0,Asa Norte,0,Comercial - Asa Norte Comercial - Asa Norte,"SCN QUADRA 2 BLOCO D, Asa Norte, Brasília SCN QUADRA 2 BLOCO D, Asa Norte, Brasília","Ed. Liberty Mall Torre A 4º andar, vazia - 41m², excepcional. Salão, recepção, wc, ar condicionado, vista livre. R$ 270.000.Para ver ligue Saback Imóveis F/3445.1105 Av. W2 Sul Qd. 505 Bloco C Loja 22 - 07/02/2019"
3750000.0,2000.0,Goiás,0,Comercial - Ipiranga Comercial - Ipiranga,", Ipiranga, Goiânia , Ipiranga, Goiânia",Excelente Local de Galpão.Sala administrativa.Boas vagas de Garagem.Boa localização.Mais informações:(62) Ver dados(62) Ver dados - 31/10/2018
130000.0,32.0,Asa Norte,0,Comercial à Venda - na Asa Norte Comercial à Venda - na Asa Norte,"Quadra CLN 412 Bloco C, Asa Norte, Brasília Quadra CLN 412 Bloco C, Asa Norte, Brasília","Loja reformada, no subsolo, com banheiro,na SCLN 412 . Sala com banheiro, pia de cozinha, piso em cerâmica e pintura nova. ao lado do Parque Olhos d'Água, próximo a restaurantes, padarias, acesso fácil ao Eixão e L2 norte, próximo a um estacionamento rotativo amplo, próximo a posto de gasolina, ponto de ônibus e escolas. A 10 minutos do Boulevard Shopping, Atacadão, Extra, Walmart, EPIA e Lago Sul. Próximo à Rua da Informática. Boa opção para investimento."
7000000.0,5800.0,Vicente Pires,28,Prédio Vicente Pires Prédio Vicente Pires,"RUA 8, Vicente Pires, Vicente Pires RUA 8, Vicente Pires, Vicente Pires","EXCELENTE PRÉDIO NA VICENTE PIRES 11 APARTAMENTOS DE 3 QUARTOS 22 APARTAMENTOS DE 2 QUARTOS 5 APARTAMENTOS DE 1 QUARTO 2 COBERTURAS 2 LOJAS 28 VAGAS DE GARAGEM 2 ESCRITÓRIOS 5.800M² DE ÁREA CONSTRUÍDA COM ELEVADOR TUDO ALUGADO RENDA: R$ 60.000,00 MENSAIS AGENDE SUA VISITA!!!! (61) Ver dados.0040 (61) 98411.9510"
100000.0,25.0,Asa Sul,0,Sds Bloco O Conic - Ed. Venâncio VI Sds Bloco O Conic - Ed. Venâncio VI,"SDS BLOCO O, Asa Sul, Brasília SDS BLOCO O, Asa Sul, Brasília","Ótima sala no porcelanato, pintura nova e banheiro. Água embutida no condomínio e Luz é individual.Estudamos uma proposta.Agende uma visita:Ver dados FIXOPEDRO NETOVer dados vivo - 30/01/2019"
270000.0,27.0,Asa Sul,0,Vitrium Oportunidade Medica para Você 99829 - 5148 Whtsapp Vitrium Oportunidade Medica para Você 99829 - 5148 Whtsapp,"SGAS 614, Asa Sul, Brasília SGAS 614, Asa Sul, Brasília","VITRIUM OPORTUNIDADE MEDICA PARA VOCÊ Ver dados WHTSAPP Excelentes salas localizadas em um Centro médico Inteligente, com metragens de 29,47 m², 34,11 m², 82,14 m², 98,85 m², 105,83 m², e 113,50 m² A melhor escolha para Clínica ou consultório, Centromédio com internação aprovado pela ANVISA e Corpo de Bombeiros. O empreendimento oferece serviços de Pay-per-use em higienização das clínicas, serviço de manutenção, Courier, conferencie roon, lavanderia Hospitalar, esterilização de instrumentos e coleta de lixo hospitalar. VITRIUM CENTRO MÉDICO INTELIGENTE *** PRONTO PARA RECEBER SUA CLÍNICA/CONSULTÓRIO*** EMAIL Ver dados TELEFONES Ver dados TIM ZAP Ver dados TIM Ver dados OI"
85000.0,45.0,Asa Norte,0,Gm Imóveis Vende Ponto Comercial na Smhn Quadra 02/asa Norte/df Gm Imóveis Vende Ponto Comercial na Smhn Quadra 02/asa Norte/df,"SMHN QUADRA 2 BLOCO A, Asa Norte, Brasília SMHN QUADRA 2 BLOCO A, Asa Norte, Brasília","GM IMÓVEIS VENDE PONTO COMERCIAL NA SMHN QUADRA 02/ASA NORTE/DFOPORTUNIDADE!!PASSAMOS O PONTO DE UMA CAFETEIRA MONTADA, EM PLENO FUNCIONAMENTO, PRÉDIO ANTIGO COM GRANDE TAXA DE OCUPAÇÃO, AO LADO DE OUTROS EDIFÍCIOS COM GRANDE FLUXO DE CLIENTE, NO SETOR MÉDICO HOSPITALAR NORTE. É A ÚNICA CAFETEIRA DO PRÉDIO, COM CLIENTELA FORMADA. INCLUSO NO VALOR DO TREINAMENTO DE TÊS DIAS, SE FOR NECESSÁRIO, NEGÓCIO IDEAL PARA QUEM ESTÁ COMEÇANDO E NÃO QUER CORRER RISCOS. PRÉDIO COM PORTARIA 24 HORAS.QUIOSQUE COM APROXIMADAMENTE 45m².CONDOMÍNIO- R$ 1.100,00NÃO HÁ ALUGUEL.INCLUSOS: UM FREEZER, TRÊS GELADEIRAS, UMA ESTUFA FRIA, UMA ESTUFA QUENTE, UM FORNO, UMA CHAPA, BOMBONIERE DE VIDRO, UMA TELEVISÃO E OS ARMÁRIOS.- LIGUE AGORA!! ! (61) Ver dados- MARQUE UMA VISITA SEM COMPROMISSO COM NOSSOS CONSULTORES.- ATENDIMENTOS DE SEGUNDA A SÁBADO DE 08:00 ÀS 18:00.- DOMINGO DE 09:00 AS 13:00. - 19/06/2018"
1250000.0,250.0,Taguatinga,6,Excelente para Investidor Excelente para Investidor,"QSB 08, Taguatinga Sul, Taguatinga QSB 08, Taguatinga Sul, Taguatinga","Excelente Para Investidor, Imóvel de Esquina na Avenida Sandu, Residencial e Comercial, Com Duas Casas, Sendo a da Frente 04 Quartos um Suíte, Sala, Copa, Cozinha, Área de Serviço e Garagem Para 03 Veículo. Segunda Casa é Um Sobrado nos Fundos, com Seis Quartos, Sendo Dois Suítes, 02 Sala, Cozinha, 02 Banheiro Social e Vaga de Garagem Para 02 Veículo. Contato: (61) Ver dados / Ver dados Whatsapp."
130000.0,45.0,Goiás,0,"03028 - Comercial 1 Dorm, Turista I - Caldas Novas/go 03028 - Comercial 1 Dorm, Turista I - Caldas Novas/go",", Turista I, Caldas Novas , Turista I, Caldas Novas","Apartamento de 1 Quarto no Residencial Eldorado Park em Caldas Novas Apartamento todo mobiliado , sendo 1 quarto , sala , cozinha , banheiro social , lavabo , sacada ampla no 7 ° andar para RUA .Área de lazer com piscinas termais , sauna , academia quadra de esportes , bar , restaurante , recepção 24 horas , estacionamento coberto Localização centro Turístico O valor do imóvel R$ 130.000,00 ACEITA FINANCIAMENTO O valor do condomínio R$ 830,00 incluso água e serviço de quarto . **As informações e a disponibilidade dos imóveis acima são de responsabilidade dos proprietários dos mesmos e poderão ser alteradas a qualquer momento devendo sempre serem confirmadas com a equipe de atendimento Santana Imoveis.** - Última Atualização: 24/01/2019"
4900000.0,1000.0,Asa Sul,0,Comercial - Asa Sul Comercial - Asa Sul,"QUADRA CRS 503 BLOCO B 31, Asa Sul, Brasília QUADRA CRS 503 BLOCO B 31, Asa Sul, Brasília","Prédio comercial, na área central de Brasília, W3 Sul, Quadra 503 Bl B loja 31 acesso 32 pela W2 e acesso 33 pela W3, Bem dividido, em dois lotes, um dos lotes vazado com salas, dois auditórios, garagem subsolo, para 6 carros, sistema de ar condicionado central. Excelente para grandes empresas,partidos políticos, hotel e etc, muito bem localizado, o imóvel oferece um amplo espaço, e muito conforto.O imóvel possui todas as plantas e projetos.Habite-se, devidamente averbado na matrícula do imóvel.ALUGADO:Subsolo: 209,83M²Térreo: 215,50M² ALUGADO:1º Andar: 222,42M²2º Andar: 228,23M²Cobertura: 117,77M² Total: 993,75M² de área útil.Projeto de reforma da fachada, em aprovação da administração de Brasilia. Já fiz os orçamentos para reformar. ( Custo em torno de R$ 30.000,00)ACEITO PERMUTA EM CASA/APARTAMENTO/ TERRENO E CARROS!!!!Valor de venda: R$ 5.500.000,00Valor de Aluguel: R$ 24.000,00 ( Prédio inteiro 993,75M² ) Valor de aluguel: R$ 12.000,00 ( Terreo mais subsolo com auditório 426 M² ) ALUGADO R$ 12.000,00Valor de aluguel: R$ 12.000,00 ( 1º Andar, 2º Andar e cobertura 568 M² )ALUGADO R$ 5.000,00TOTAL DE RENDA DE ALUGUEL: R$ 17.000,00(GLOBO/NETO)"
350000000.0,60.0,Taguatinga,0,Qna 34 - Lilian 98544 - 2777 Qna 34 - Lilian 98544 - 2777,"QNA, Taguatinga Norte, Taguatinga QNA, Taguatinga Norte, Taguatinga",QNA 34 - PASSO PONTO COMERCIAL (BAR) - EXCELENTE RETIRADA MENSAL AMPLA PARTE EXTERNA - AO LADO TEMOS UMA CHOPERIA COM 120 METROS QUE TAMBÉM ESTÁ A VENDA POR R$ 150 MIL CORRETORA LILIAN Ver dados EQUIPE FEROLA AGENDE SUA VISITA LILIAN Ver dados MÁRCIA Ver dados JERUSA Ver dados JOEL Ver dados- 4141 FERNANDO 9Ver dados JARBAS Ver dados ALINE Ver dados BONFIM Ver dados ROBSON Ver dados MATIAS Ver dados LÍGIA Ver dados AVALIAÇÃO GRATUITA: Ver dados Ver dados
200000.0,21.0,Asa Sul,0,.ativ Asa Sul - Venda/aluguel - Scs - Qd 05 - Bloco B - C. Com. Amaz - Loja 17 .ativ Asa Sul - Venda/aluguel - Scs - Qd 05 - Bloco B - C. Com. Amaz - Loja 17,"SCS QD 05 BL B LOJA 17, Asa Sul, Brasília SCS QD 05 BL B LOJA 17, Asa Sul, Brasília","Excelente loja térrea na área central de Brasília com amplo comércio, próximo a bancos, estação de metro (Rodoviária), W3. Está localizada na excelente Galeria Centro Comercial Amazonas. Possui Estacionamento público. Muito próximo ao Shopping Pátio Brasil. -- Agende uma visita com a IMOBILIÁRIA PLANALTO LTDA! Desde 1969, prestando bons serviços. Para visitar é necessário reservar a chave com meia hora de antecedência e pegar em nosso escritório que fica na SCS QD. 05 BL. E Sobreloja 39 – Próximo ao Banco do Brasil. Nosso atendimento é de segunda à sexta, das 9h às 17h. As chaves são liberadas até às 15h. * Os dados deste anuncio poderão ser alterados a qualquer momento sem previa comunicação. Palavras chave:"
4400000.0,525.0,Sudoeste,0,Qmsw 02 Qmsw 02,"Quadra QMSW 02, Sudoeste, Brasília Quadra QMSW 02, Sudoeste, Brasília","EXCELENTE PRÉDIO DE ALTO PADRÃO SUDOESTE!!!! PRÉDIO ALUGADO / EXCELENTE INVESTIMENTO / ESQUINA PRÉDIO DE ESQUINA, TÉRREO-LOJA / SUBSOLO-ARMAZÉM / 1º PAVIMENTO- 3 BANHEIROS, COZINHA EQUIPADA, SALA DE APROXIMADAMENTE 200mtsº, ESTRUTURA COM BASE PARA MAIS PAVIMENTOS, ESCRITURADO, DE ESQUINA E DE FRENTE PARA DUAS AVENIDAS PRINCIPAIS DO SETOR DE OFICINA DO SUDOESTE, ÁREA PRIVATIVA ESCRITURADA 525mtsº + 200mtsº DE ACRÉSCIMO APROXIMADO, COM PRÉ DISPOSIÇÃO PARA ELEVADOR. VENHA CONHECER!! ÓTIMA OPORTUNIDADE DE INVESTIMENTO. FAÇA SUA PROPOSTA : /"
2096560.0,620.0,Samambaia,0,Comercial - Samambaia Norte Comercial - Samambaia Norte,"QUADRA QN 403 CONJUNTO A, Samambaia Norte, Samambaia QUADRA QN 403 CONJUNTO A, Samambaia Norte, Samambaia","- Excelentes Lojas, novas, em primeira locação, na beira da avenida principal da QN 403 de Samambaia. - Infraestrutura completa com energia e hidrômetros individualizados em edifício novo com habite-se (Quebec Residence & Mall). - São 4 lojas que perfazem um total de 620,32m2 de área útil.- Estacionamento frontal com 16 vagas.Não deixe de fazer sua proposta! Marque sua visita conosco, inclusive aos fins de semana e feriadoCONTATO: Ver dados - 06/02/2019"
271984.0,31.0,Águas Claras,0,Led Led,"QD QS 1 Rua 210 , Areal, Águas Claras QD QS 1 Rua 210 , Areal, Águas Claras","Agora é LED! Complexo comercial que reúne salas, lojas e hotel, totalmente pronto para investir e trabalhar em Águas Claras. Saia do aluguel, mude agora e faça um upgrade em seu negócio. SALAS COMERCIAIS a partir de 26 m². LOJAS a partir de 42 m². HOTEL INTERCITY EM FUNCIONAMENTO. Aproveite as condições especiais de pagamento e mude agora! Agende agora mesmo uma visita. (61) Ver dados."
100000.0,32.0,Setor de Armazenagem e Abastecimento Norte,0,Sala Comercial - Saan Quadra 01 Sala Comercial - Saan Quadra 01,"SAAN QUADRA 01, Setor de Armazenagem e Abastecimento Norte, Brasília SAAN QUADRA 01, Setor de Armazenagem e Abastecimento Norte, Brasília","SALA COMERCIAL COM BANHEIRO. PRÉDIO COMERCIAL VALOR DE ALUGUEL: R$ 700,00 DESCONTO DE PONTUALIDADE: R$ 110,00 VALOR DE CONDOMÍNIO: R$ 291,00 VALOR DE IPTU/TLP: 6 X R$ 154,00 SEGURO INCÊNDIO: COTAÇÃO DO DIA CONTATO: IMOBILIÁRIA AMIIGO SCLN 309 BLOCO E SALA 216 - ASA NORTE TEL.: Ver dados"
450000.0,37.0,Lago Norte,0,"Sala Comercial à Venda, Setor De Habitações Individuais Norte, Brasília. Sala Comercial à Venda, Setor De Habitações Individuais Norte, Brasília.","Quadra CA 11 5, Lago Norte, Brasília Quadra CA 11 5, Lago Norte, Brasília","CA 11 - LE OFFICESalas comerciais com pé-direito duplo a partir de 37m², diversas unidades.O que faltava, chegou. O Primeiro Centro Empresarial com serviços do Lago Norte.Um dos bairros mais nobres de Brasília acaba de ganhar seu primeiro centro empresarial com serviços e facilities. Uma chance imperdível de investir em um empreendimento próximo a tudo e com um alto índice de valorização. Amplie o seu negócio para o melhor bairro da cidade e esteja preparado para as melhores oportunidades.No Le office a praticidade é uma palavra levada a sério. Foi totalmente pensado para facilitar a rotina de todos. Com os seus exclusivos serviços de: transporte de funcionários e visitantes, recepção integrada, business center, porte-cochere e diversos serviços pay-per-use o empreendimento oferece agilidade para o seu dia a dia.**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 11/02/2019"
135000.0,33.0,Águas Claras,0,Comercial - Areal Comercial - Areal,"AVENIDA ARNIQUEIRA QS, Areal, Águas Claras AVENIDA ARNIQUEIRA QS, Areal, Águas Claras","VENDEMOS COM EXCLUSIVIDADE SALA COMECIALLED/ LIFE ESSENTIAL DESIGN/QS 01 RUA 210 AREAL (ÁGUAS CLARAS), BRASÍLIA33,00 útil - 18/09/2017"
250000.0,75.0,Taguatinga,0,Csb 02 Ed. Beta II - Baixou De R$300.000para R$250.000loja para Vender Ou Alugar em Taguat Csb 02 Ed. Beta II - Baixou De R$300.000para R$250.000loja para Vender Ou Alugar em Taguat,"CSB 2 LOTE 08, Taguatinga Sul, Taguatinga CSB 2 LOTE 08, Taguatinga Sul, Taguatinga","Loja para venda e aluguel , próximo à Taguatinga Centro com 75 m2 útil, com 01 banheiro privativo, copa, cerâmica. Localização privilegiada, ao lado do ALAMEDA SHOPPING, estação do metrô, bancos, cartórios, clinicas.Quitada e escriturada.Marque a sua visita com um dos nossos corretores.MARIO ANIZIO (venda)61 9.9903.0166 DAVID (aluguel)61 9.9854.8254OBSERVAÇÕES: O preço anunciado corresponde ao valor do aluguel mensal liquido e só vale para os pagamentos realizados até o vencimento. Após o vencimento ocorrerá perda de pontualidade. - Os valores de taxas condominiais podem sofrer alterações e deverão ser confirmados pelo candidato a locação junto à administração do condomínio.www.imobiliarialucas.com.br Ver dados IMOBILIÁRIA LUCAS: 61 3351.3747 QSA 11 LOTES 18/19 - TAGUATINGA-SUL-DF ESTACIONAMENTO PRIVATIVO PARA CLIENTES - 06/02/2019"
110000.0,35.0,Asa Sul,0,"Scs Qd. 01 Ed. Maristela, Sala Comercial à Venda, Asa Sul Scs Qd. 01 Ed. Maristela, Sala Comercial à Venda, Asa Sul","Quadra SCS Quadra 1, Asa Sul, Brasília Quadra SCS Quadra 1, Asa Sul, Brasília","SCS Qd. 01 Ed. Maristela - Asa SulSala em vão livre com banheiro. Em bom estado de conservação, andar alto. Perpendicular. - 11/02/2019 Mário Resende: (61) Ver dados"
1455000.0,171.0,Asa Sul,0,Loja - Palácio Do Comércio Loja - Palácio Do Comércio,"Sobreloja Palácio do Comércio SCS, Asa Sul, Brasília Sobreloja Palácio do Comércio SCS, Asa Sul, Brasília","SOBRELOJA - LOJA - ED. PALÁCIO DO COMÉRCIOLocalização - Setor Comercial Sul - Quadra 02Conjunto de lojas/sobrelojas - 04 unidades imobiliárias.Sobreloja - Loja ampla com 221,23 m2, sendo 171,23 m2 de área útil, mais 50,00 m2 de área de ocupação, situada na SOBRELOJA do Ed. Palácio do Comércio, com ampla visualização da pista principal acesso SAUS - SCS.Agende sua visita com a Equipe da FEDERAL - 14/01/2019"
230000.0,27.0,Taguatinga,0,*qnm 34* Exc. Sala Comercial*vista Livre* *qnm 34* Exc. Sala Comercial*vista Livre*,"QD QNM 34 Área Especial 1 , Taguatinga Norte, Taguatinga QD QNM 34 Área Especial 1 , Taguatinga Norte, Taguatinga","Shopping JK? Taguatinga Excelente sala para Locação e Venda! Localização privilegiada, andar alto, 1 sala, projeto de iluminação, bem arejado e iluminado, vista livre e todos os cômodos espaçosos. Condomínio fechado e circuito de câmeras. Agenda uma visita e conheça os detalhes deste excelente imóvel. (61) 3553.9900 Liberty Brasília Imóveis SIG QD 1 Lote 985 Sl 84 - Sudoeste/DF COMPRA VENDA E LOCAÇÃO"
142800.0,34.0,Asa Norte,0,"Sala Ampla De Canto à Venda, Asa Norte, Brasília - Sa0444. Sala Ampla De Canto à Venda, Asa Norte, Brasília - Sa0444.","Scln 410 Bloco C 0, Asa Norte, Brasília Scln 410 Bloco C 0, Asa Norte, Brasília","SCLN 410 Bloco C - Asa NorteLocalizada no segundo pavimento ou 2º andar, de frente para a rua e lateral para prédio comercial, ocupando direita da lateral sentido leste, pavimento, constituído o espaço por 01 sala e 01 banheiro.ACEITA FINANCIAMENTO **ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
190000.0,30.0,Gama,0,Orion Office Residence Mall Salas Comerciais Orion Office Residence Mall Salas Comerciais,"Área Especial Lado Leste, Setor Central (Gama), Brasilia - DF , Setor Central, Gama Área Especial Lado Leste, Setor Central (Gama), Brasilia - DF , Setor Central, Gama","O ÚNICO COMPLEXO MULTIUSO DA CIDADE! SALAS DO TAMANHO DO SEU NEGÓCIO DE 26,92 A 68,64 M² Total Infra-estrutura Duas opções de planta (canto e meio) Entrada independente Conforto e segurança integrada Amplo estacionamento interno e garagem rotativa SHOPPING COM PÚBLICO CATIVO DE TRÊS TORRES Próximo a faculdades, hospitais e bancos Ótima renda em aluguel Sistema de segurança Garagem rotativa Agende Visita Andre Assis Ver dados"
360000.0,45.0,Lago Norte,0,Loja Lago Norte Ca 05 Ed Konstantinoupolis Loja Lago Norte Ca 05 Ed Konstantinoupolis,"Quadra CA 5 121, Lago Norte, Brasília Quadra CA 5 121, Lago Norte, Brasília","LOJA LAGO NORTE CA 05 ED KONSTANTINOUPOLISKonstantinoupolis, ao lado do Itau, administração do Lago Norte, e Shoppings da região.Loja de 45m² de área útil, dividida em vestiário, banheiro e área de venda.Marque sua visita com um de nossos consultores!Conde Imóveis - Especialista em Alto Padrão . - 11/02/2019"
1390000.0,97.0,Asa Sul,0,Brasil 21 - 10º Andar - Salas Reformadas Brasil 21 - 10º Andar - Salas Reformadas,"SHS QUADRA 6 CONJ A BLOCO E 10º ANDAR, Asa Sul, Brasília SHS QUADRA 6 CONJ A BLOCO E 10º ANDAR, Asa Sul, Brasília","Excelente imóvel sendo, 3 Salas com 97,26 m², reformadas em vão livre, para permitir se necessário o cliente fazer o seu layout, piso porcelanato, 2 banheiros, sendo um com 2 boxes, copa e projeto de iluminação. COMPLEXO BRASIL 21 com localização privilegiada, com ótimas salas e lojas comerciais, visando atender as empresas privadas e públicas, oferecendo ainda vários serviços como Hotéis, Academia, Restaurantes, Cafés, Teatro, Centro de convenções, próximo a Shoppings Centers, Esplanada dos Ministérios, Setor de Administração Federal, Cartórios, Parque da Cidade e várias vias de acessos, inclusive para o aeroporto de Brasília. Valor pedido para venda: R$1.390.000,00 (um milhão, trezentos e noventa mil reais). Ter Segurança é Fácil com a Realiza! Estamos à disposição, para prestar-lhe Assessoria e Consultoria Imobiliária. Conte conosco, ligue agora ou passe e-mail com as características do imóvel que você ou sua empresa necessita. CLECI DORNELES - CRECI/DF Ver dados"
110000.0,50.0,Asa Sul,0,Comercial - Asa Sul Comercial - Asa Sul,"QUADRA CLS 308 BLOCO B, Asa Sul, Brasília QUADRA CLS 308 BLOCO B, Asa Sul, Brasília","VENDO PONTO COM INSTALAÇÃO COMPLETAVendemos Esmalteria completamente mobiliada na 308 Sul e em pleno funcionamento, quadra movimentada rodeada de lojas conceituadas como O Boticário, Cacau Show, Constance entre outras.Redes Sociais com mais de 2 mil seguidores, carta de clientes de mais de 3 mil pessoas.Serviços Oferecidos: manicure, pedicure, esmaltação em gel, aplicação de jóias de unhas, películas, francesinha, massagens (modeladora, drenagem, relaxante), depilação com cera quente e com linha, gomagem, banho de lua, spa dos pés, sobrancelha e demais serviços relacionados.Equipe: atualmente 6 manicures, 1 designer de sobrancelha, 1 esteticista (depiladora e massoterapeuta) e 1 recepcionista.Forma de Contratação: MEI (Microempreendedor individual) e CLT (recepcionista)Equipamentos, mobiliários e produtos: autoclave, duas macas em perfeito estado de conservação, geladeira, microondas, mesa com 2 cadeiras, 5 poltronas (do papai) com estofado novo e almofadas, computador, máquina de impressão de cupom fiscal, balcão branco com vitrine em vidro, cortina em voal, sistema de câmeras(5 câmeras), temocera, frigobar, 3 carrinhos de apoio, um armário de porta bolsas e um armário de equipamentos individuais, pias em todas as cabines (de acordo com as normas da vigilância sanitária), tanque, 3 armários de estoque, 70 alicates e espátulas, 7 cirandinhas, mais de 300 esmaltes e 25 esmaltes em gel e outros equipamentos e ferramentas.A empresa não possui dividas ou processos trabalhistas ou outros, e não é franquia, empresa própria.Ligue e agende seu horário para visitaçãoTatiane: Ver dados / Ver dados - 23/07/2018"
269000.0,34.0,Asa Norte,0,Centro Médico Integrado De Saúde? Life Centro Médico Integrado De Saúde? Life,", Asa Norte, Brasília , Asa Norte, Brasília","A L E X B R A Z Negócios Imobiliários Visite nosso site: www.alexbraz.com.br.A V A L I A M O S, V E N D E M O S e A L U G A M O S o seu imóvel com TRANSPARÊNCIA, SEGURANÇA e AGILIDADE..!!! O P O R T U N I D A D E !!!.CENTRO MÉDICO INTEGRADO DE SAÚDE ? LIFE.- Clínicas e consultórios prontos para mudar na 608 norte. - Clínica entregue no contra-piso, com toda instalação elétrica e hidráulica pronta. - Podendo fazer a junção de 2 salas, e com isso 2 vagas de garagem. - Unidades com fácil acesso, hall com elevadores, área técnica, banheiro externo (masculino e feminino), banheiro interno pronto com revestimento, louça e granito. .ANEXO AO HOSPITAL NELSON PICOLLO - Salas com metragem a partir de 33 m². - Vaga de garagem rotativa. - Porte cochère com espelho d?água - Terraço descoberto e com espaço para cafeteria .NÃO TEM MAIS O QUE FALAR. VOCÊ TEM VER A MARAVILHA QUE É ESTE IMÓVEL..Ligue e agende uma visita:Office .... ( 6 1 ) 4 1 4 1 ? 9 4 0 1OI .......... ( 6 1 ) 9 8 4 0 4 ? 1 1 3 4 => whatsapp.Clique no link abaixo e fale direto comigo pelo Whatsapp.=> => => https://goo.gl/4tPv6AA L E X B R A Z Negócios Imobiliários Visite nosso site: www.alexbraz.com.br - 16/01/2019"
70000.0,19.0,Asa Sul,0,"Sala Com 01 Banheiro no Venâncio VI à Venda, Asa Sul - Brasília/df Sala Com 01 Banheiro no Venâncio VI à Venda, Asa Sul - Brasília/df","Quadra SDS Bloco O 0, Asa Sul, Brasília Quadra SDS Bloco O 0, Asa Sul, Brasília","SDS Bloco O - Venâncio VI - Asa SulSala com 01 banheiro. Ótima oportunidade para montar seu negócio.Aproveite a oportunidade e vamos visitar a SalaACEITA FINANCIAMENTO**ATENÇÃO**Informamos que a Thaís Imobiliária não recebe ou autoriza que qualquer corretor parceiro receba sinal ou pagamentos de compra de imóveis. Os devidos pagamentos deverão ser efetuados nas contas e nos termos estabelecidos no instrumento de compra e venda assinado e reconhecido em cartório. *A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada. Plantão de atendimentoLigue agora e agende sua visita! - 12/02/2019"
279000.0,28.0,Taguatinga,0,Taguatinga - Centro Clínico Prime - Sala Comercial Com Excelente Preço! Taguatinga - Centro Clínico Prime - Sala Comercial Com Excelente Preço!,"ST. C Norte- Taguatinga , Taguatinga Norte, Taguatinga ST. C Norte- Taguatinga , Taguatinga Norte, Taguatinga","CENTRO CLÍNICO PRIME EXCELENTE LOCALIZAÇÃO. - Oxigenio e Ar Medicinal para Clínicas e Consultórios - Infra-estrutura para sistema de ar condicionado - Elevadores para maca atendidos por gerador de emergência - Vagas para ambulâncias - Espaço para compressores de pequeno porte e baixo ruído nos pavimentos tipo - Corredores de circulação com 2m de largura - Área específica para Lixo Hospitalar - Pré disposição para instalação de piso elevado - Centro de Convenção com capacidade para 120 pessoas - Área específica para clínica de imagem e Diagnóstico - Área destinada a alimentação. - 411 vagas de estacionamento rotativo. - 90 vagas dentro do perímetro do Empreendimento para uso Comum. - Térreo com praça de alimentação; - Localizado do lado do Hospital Anchieta, HRT, Rua das Farmácias, Fórum, Promotoria de Justiça; - 01 Sala Comercial 28 m² mais moderno centro médico de Taguatinga com as maiores clinicas de Brasília - Valor do condomínio R$ 450,00;"
990000.0,480.0,Guará,0,Prédio Inteiro no Scia Prédio Inteiro no Scia,"Setor SCIA Quadra 8 0, Zona Industrial, Guará Setor SCIA Quadra 8 0, Zona Industrial, Guará","Prédio inteiro em fase de acabamento, com 06 salas, loja no térreo... Oportunidade de fazer um excelente negócio.Loja: 155m21° e 2°: 325m2Total: 480m2Ligue para mais informações!!! *Plantão aos finais de semana e feriados.Corretores:Eustáquio: (61) Ver dados Vivo - WhatsApp, Ver dados Tim, Ver dados ClaroMario Lincoln: (61) Ver dados Tim - WhatsApp, Ver dados Vivo, Ver dados Claro,Marcelo: (61) Ver dados WhatsApp____________________________________________________________R SUL Imóveis: Tel.: (61) Ver dadosSHIS CL QI 11, Bloco ""J"", Sala 05, Lago Sul, Brasília-DF, CEP: 71.Ver dados.www.rsulimoveis.com.brQuem conhece, recomenda! - 12/02/2019"
2300000.0,500.0,Asa Norte,0,Scrln 707 Prédio Com Fachada em Vidro / 98595 - 2022 Scrln 707 Prédio Com Fachada em Vidro / 98595 - 2022,"SCLRN, Asa Norte, Brasília SCLRN, Asa Norte, Brasília","PRÉDIO COM 500M² DE ÁREA PRIVATIVA, VAZADO, 6 PAVIMENTOS, VISTA LIVRE, LAVABO, BANHEIRO SOCIAL COZINHA, ELEVADOR COM POÇO, FACHADA EM VIDRO ESPELHADO TODO REFORMADO.INTERESSADOS FALAR COM ADRIANO: Ver dados - 13/11/2018"
